2;9;18;32;36;42
1;3;5;7;16;33
10;13;17;39;40;42
8;18;27;37;43;45
13;21;29;35;41;42
12;16;23;27;38;44
10;12;14;19;32;43
2;6;11;18;28;43
1;10;17;18;19;28
3;4;7;27;35;39
5;6;27;32;34;38
3;15;18;36;40;43
2;10;19;29;32;33
7;11;20;25;32;35
12;17;18;29;33;34
3;4;32;34;39;43
4;24;27;28;40;45
1;20;30;34;39;40
1;13;15;32;33;45
8;14;17;30;37;38
8;14;15;31;34;40
2;5;19;20;24;40
16;22;23;25;26;39
8;22;37;41;42;44
1;9;12;26;41;44
5;10;21;28;30;39
8;12;38;39;40;44
5;12;17;21;30;31
7;26;28;30;36;44
2;3;6;7;17;34
6;11;15;20;29;45
10;13;22;31;35;37
2;19;21;33;39;44
10;16;19;26;34;44
23;28;31;35;39;41
1;8;9;13;24;42
2;3;4;24;25;33
6;9;27;28;33;42
3;8;12;14;23;31
5;7;9;11;12;34
4;18;22;27;32;42
16;27;29;31;37;38
4;17;18;31;36;41
3;4;22;24;31;42
19;21;23;33;36;40
1;3;19;23;26;43
5;17;18;21;28;30
2;20;23;27;37;42
3;19;23;25;36;45
9;11;19;22;34;38
11;19;29;34;39;41
7;15;18;34;35;40
2;9;30;34;41;45
1;4;19;20;36;45
7;12;20;27;30;37
4;7;9;13;29;31
7;12;14;19;21;41
3;24;31;39;40;45
5;8;12;28;41;44
3;6;19;29;37;44
7;11;28;31;37;42
8;10;16;18;20;27
3;12;16;18;35;45
17;20;22;25;29;38
15;23;40;42;43;45
6;8;17;33;39;40
6;22;29;34;37;40
2;15;16;22;40;42
6;16;18;32;36;43
3;12;14;16;22;40
5;13;15;24;31;43
3;20;21;22;26;29
2;5;13;15;19;30
3;6;11;21;37;41
3;7;10;11;21;35
15;23;24;34;35;41
17;21;23;25;35;38
1;3;14;15;29;38
3;5;14;26;30;40
2;5;15;26;36;42
1;14;20;22;24;32
10;13;15;20;23;44
4;8;21;27;38;42
4;8;10;14;25;30
18;23;29;41;42;45
10;16;19;27;36;38
2;7;16;27;34;43
4;8;11;31;32;42
21;23;37;38;39;44
4;7;16;34;35;40
4;19;25;31;36;42
5;12;23;25;35;43
3;8;11;17;19;31
5;14;15;27;37;38
5;12;13;24;42;45
2;7;11;13;19;38
2;7;9;10;15;36
9;20;22;23;25;32
12;21;23;25;33;43
1;10;27;28;30;41
3;5;26;30;33;39
2;9;13;28;31;39
7;10;12;13;15;37
1;11;21;26;34;42
6;12;14;39;41;42
26;32;35;37;38;39
5;9;18;21;36;40
7;10;27;34;41;42
1;3;20;30;41;43
6;7;10;27;30;45
9;11;24;35;40;45
2;8;11;16;24;45
1;22;27;36;43;45
19;32;33;35;43;45
4;5;11;15;16;30
4;12;14;19;23;40
9;12;13;15;18;30
2;17;26;29;40;42
9;13;23;31;36;45
12;15;19;33;43;44
6;14;15;21;22;34
3;12;14;17;22;43
19;28;33;36;40;42
4;15;26;27;31;37
6;11;20;34;36;44
7;17;30;34;38;44
8;9;11;14;23;25
2;17;33;39;40;42
18;21;24;29;37;38
9;15;20;27;28;41
8;10;15;17;41;45
8;16;19;39;40;45
3;12;13;14;16;40
1;6;7;20;37;44
8;13;20;27;28;32
5;17;23;24;30;36
10;11;22;31;32;38
4;10;13;15;35;45
1;2;4;9;33;44
2;6;14;15;25;32
5;18;21;32;37;39
14;21;22;24;30;44
6;7;20;25;33;42
1;5;12;25;27;39
16;25;33;36;37;41
8;12;13;18;27;40
13;14;21;24;33;37
3;20;22;30;35;36
8;18;23;27;39;40
1;34;36;41;42;44
7;13;23;28;42;45
5;7;12;23;24;28
3;9;13;17;38;40
4;14;17;19;21;43
4;8;17;24;28;35
3;19;31;32;37;45
5;8;15;30;36;37
1;13;20;37;38;42
5;16;24;33;35;38
6;8;14;22;37;38
17;26;29;35;38;41
15;20;25;29;33;37
11;20;21;31;36;45
4;7;23;29;39;42
6;8;13;30;32;33
17;21;22;27;29;42
1;3;24;26;33;37
3;16;21;27;28;36
18;19;28;32;36;43
3;8;14;26;37;38
1;4;5;26;37;40
4;15;23;26;34;40
7;13;15;26;32;40
22;28;35;43;44;45
6;9;15;27;37;45
18;21;35;37;38;40
8;16;36;39;43;44
14;16;24;33;39;45
6;9;15;20;24;28
1;5;22;23;31;32
1;5;22;27;33;45
5;7;15;18;28;31
12;28;39;41;42;44
3;8;10;12;30;38
8;13;16;18;26;29
1;4;7;18;23;29
22;23;28;37;38;45
12;15;16;35;36;37
4;14;23;29;41;43
2;6;24;29;43;45
3;17;18;25;37;38
1;5;7;12;17;35
6;11;29;31;36;41
38;39;40;41;42;45
9;13;27;36;41;44
3;12;19;32;33;42
11;17;24;30;35;44
6;9;21;32;33;41
5;14;16;17;31;43
10;11;17;31;32;42
7;11;34;37;42;43
5;14;20;29;35;43
4;13;15;21;28;43
7;16;31;34;36;41
7;8;23;38;40;44
2;21;22;26;30;41
12;15;20;31;32;38
7;13;20;24;32;33
9;16;18;26;29;45
3;6;9;20;23;41
2;4;10;11;20;26
1;5;26;27;35;39
13;18;22;34;36;45
4;10;17;21;23;34
13;15;24;37;44;45
12;17;24;25;29;34
8;9;21;31;37;42
3;5;18;33;39;43
9;13;15;16;28;44
11;15;17;21;34;39
11;15;22;27;36;40
5;7;31;37;43;45
11;14;17;20;31;34
1;21;29;32;34;45
6;10;15;36;39;42
1;16;17;25;32;40
4;24;28;32;34;38
1;9;10;11;15;28
5;7;17;23;24;38
6;14;16;25;34;37
7;12;26;34;36;38
7;20;28;32;37;43
3;15;19;20;31;34
6;7;10;20;33;45
4;19;23;29;35;39
7;10;14;19;29;35
6;16;24;32;38;44
18;19;37;38;41;45
1;8;11;12;13;14
7;23;29;36;38;40
26;30;39;41;43;44
12;16;21;27;39;42
1;9;13;17;27;44
2;10;16;23;28;38
2;5;6;12;15;19
3;23;27;31;36;39
6;8;15;24;40;42
2;10;12;19;31;38
11;14;32;38;39;42
16;23;30;31;34;42
6;11;21;26;28;35
1;2;29;41;43;44
6;8;10;31;41;43
4;14;15;17;26;28
3;4;9;28;33;39
5;17;18;20;22;23
4;11;15;16;31;39
14;17;32;36;40;41
10;13;15;19;31;43
5;8;21;33;34;40
8;15;22;28;34;40
5;7;9;13;21;33
2;9;18;20;26;43
1;3;16;23;26;40
1;2;3;6;17;28
4;15;23;36;38;43
12;14;18;24;26;40
2;5;6;9;28;34
2;6;11;14;32;38
1;3;23;25;30;35
12;18;33;35;38;39
6;7;17;27;35;43
6;20;25;29;31;44
6;9;11;14;25;45
1;3;16;18;31;37
7;17;19;31;38;44
1;4;17;24;39;43
7;18;20;35;36;40
2;30;35;36;40;41
20;28;31;40;43;44
4;10;16;28;33;39
5;16;22;26;32;41
1;9;10;14;31;33
9;11;17;19;20;31
14;20;35;39;42;43
10;13;23;37;44;45
5;16;23;26;29;42
3;15;17;29;37;41
5;13;27;28;31;35
6;7;11;16;21;29
1;5;32;38;41;45
8;17;23;36;42;44
14;23;24;35;36;38
7;8;19;20;33;35
22;23;27;29;38;44
12;19;23;37;38;41
7;21;22;25;41;42
7;17;27;31;33;35
18;20;24;26;31;37
6;18;29;30;33;42
9;15;17;22;32;36
3;10;14;18;20;29
1;21;33;34;35;36
7;8;9;22;24;36
21;26;31;36;39;44
1;10;15;25;29;45
7;17;38;39;40;45
11;27;28;31;36;44
14;17;23;24;43;45
4;22;23;40;42;45
2;17;24;33;34;42
9;11;13;23;29;35
6;22;35;37;42;43
8;9;26;27;30;34
7;8;10;16;34;42
1;6;9;13;35;39
1;3;6;13;16;26
3;5;15;29;31;33
7;21;24;32;37;44
7;9;15;24;26;34
4;5;11;25;29;31
2;20;29;31;39;43
4;7;18;21;29;45
1;3;12;15;17;23
6;7;15;17;29;35
11;12;21;27;32;40
26;30;32;34;40;44
13;21;22;26;31;42
13;21;27;37;38;45
1;10;18;27;29;39
14;20;31;32;42;43
6;8;9;12;29;33
2;7;12;28;37;41
6;17;18;21;23;36
12;18;28;32;40;41
3;13;20;22;33;42
6;8;11;12;14;20
8;9;11;21;25;30
8;18;27;31;32;34
5;22;31;37;39;42
7;17;20;25;30;42
2;4;6;15;31;34
11;15;27;28;29;40
2;5;13;14;17;30
1;21;22;24;25;41
1;7;30;33;37;39
1;3;21;27;38;41
3;4;11;25;28;30
3;5;7;15;32;37
23;32;35;36;43;45
1;5;16;25;34;45
4;17;21;30;32;36
11;26;30;31;38;39
3;8;9;16;17;21
1;24;26;33;39;42
2;5;6;14;17;40
4;5;6;9;21;27
6;7;15;40;41;42
2;6;8;9;30;36
12;18;29;31;32;43
8;21;23;32;40;42
7;14;15;28;30;33
13;22;24;26;27;37
12;26;29;32;33;41
4;21;22;24;32;45
10;14;32;35;38;45
2;3;4;11;18;39
8;12;14;16;38;44
13;21;22;28;31;36
3;13;16;30;36;44
7;11;19;22;39;42
8;13;35;39;40;42
9;10;16;36;39;40
9;11;17;19;26;28
6;8;19;21;32;43
9;26;28;38;39;44
5;22;25;32;35;40
21;24;25;33;43;45
2;6;10;21;31;32
1;15;33;34;41;42
9;10;17;18;29;39
17;33;35;36;43;44
1;12;18;19;31;43
2;12;16;22;25;34
5;7;8;20;30;44
5;11;19;26;38;42
11;16;17;28;31;43
7;13;18;32;35;42
12;15;16;23;28;41
7;9;18;23;29;43
4;10;29;30;39;44
1;20;22;23;27;28
1;4;10;12;23;34
2;7;12;25;31;41
3;20;27;37;43;44
6;11;14;15;17;30
3;18;22;24;37;41
4;16;20;22;26;29
3;17;28;39;41;44
2;17;18;26;31;42
2;7;10;12;15;22
2;3;19;28;34;36
2;11;20;26;29;45
3;7;9;12;23;26
21;24;34;36;43;44
11;12;30;36;42;45
7;8;10;32;34;38
1;11;14;16;20;31
18;22;23;26;32;36
5;14;32;35;44;45
8;11;16;20;32;42
6;14;31;36;37;42
2;5;27;28;30;41
2;3;9;19;28;39
5;9;18;21;32;40
3;9;20;26;30;33
4;6;8;26;31;35
14;18;28;32;35;37
3;12;21;23;35;37
2;7;10;16;32;42
11;12;14;20;36;38
10;17;27;31;36;39
6;9;22;30;36;40
2;9;13;20;29;33
3;5;16;18;30;34
1;5;13;22;23;32
1;9;12;29;31;37
1;17;19;38;42;43
1;12;21;27;31;44
10;14;19;28;42;45
2;6;8;12;24;25
1;4;5;10;16;42
11;21;27;34;43;45
3;7;16;26;29;40
4;20;28;31;37;45
3;12;22;29;36;38
1;3;16;20;21;34
2;4;15;21;37;43
14;18;21;33;37;43
2;9;22;29;35;39
9;10;11;20;38;45
12;14;24;25;27;40
6;9;18;24;25;44
2;15;20;22;25;41
9;11;29;33;38;42
14;24;37;39;41;42
6;8;16;24;27;35
1;10;14;23;38;42
4;7;11;19;26;40
3;5;15;22;38;45
1;13;14;21;33;37
20;24;25;33;42;45
9;10;14;15;32;44
3;6;7;12;19;34
13;15;25;31;37;44
5;7;23;25;26;31
6;14;22;35;38;43
3;12;14;37;41;45
5;6;18;31;35;43
1;11;16;24;38;44
4;6;20;25;28;34
3;4;13;19;38;40
3;19;26;35;40;44
21;23;24;30;32;33
13;16;20;25;29;32
6;9;10;11;41;45
3;17;36;40;44;45
4;6;25;40;42;45
19;21;23;24;27;30
6;12;15;22;28;33
2;16;17;31;43;45
6;15;18;27;30;32
8;9;13;25;28;37
9;19;27;32;43;44
5;28;30;32;38;41
1;7;14;20;28;31
6;14;27;32;37;40
2;14;25;35;39;41
10;12;30;33;34;38
7;15;17;21;26;32
6;8;14;19;25;36
1;4;20;34;42;43
3;16;21;26;33;40
19;21;22;23;31;34
2;3;4;11;36;45
5;9;17;23;30;37
7;11;18;29;33;34
2;19;27;34;39;45
2;19;24;33;36;39
2;5;10;19;36;44
3;22;25;26;29;36
7;15;16;18;31;41
1;5;17;27;39;42
15;16;18;20;21;26
6;11;16;17;37;40
15;23;26;28;32;34
8;15;22;27;34;45
1;6;30;35;36;39
4;8;14;22;29;44
2;4;14;17;21;45
6;12;17;18;24;36
2;5;8;16;35;42
3;10;19;32;39;41
6;19;22;28;41;44
2;5;12;13;14;42
14;18;19;20;28;29
1;5;9;12;23;41
1;2;8;22;33;41
2;22;24;29;32;45
5;8;9;11;22;26
7;8;26;28;30;31
3;13;20;25;35;40
4;17;25;39;41;42
4;5;21;27;39;40
4;7;9;16;27;43
12;13;16;19;27;28
11;21;28;34;38;44
4;8;11;24;28;30
4;7;14;15;31;36
1;4;5;9;16;34
7;11;16;20;21;41
2;3;15;25;39;44
7;14;16;21;32;34
4;9;10;13;21;25
4;7;9;15;22;40
4;5;16;31;34;42
13;25;26;31;32;33
8;12;15;25;27;32
24;28;37;42;43;45
9;10;24;29;35;37
1;4;6;11;23;35
5;16;20;26;35;37
15;21;22;28;32;36
8;10;19;23;29;45
8;11;18;36;37;38
17;18;20;23;34;37
9;13;23;30;40;45
10;12;19;20;30;39
23;27;42;43;44;45
1;14;22;26;37;40
14;21;24;35;36;38
20;23;27;31;32;38
5;7;14;17;19;23
4;7;11;16;19;34
1;14;25;30;31;41
9;24;29;31;35;45
1;7;13;26;27;32
9;11;23;24;27;35
5;12;18;26;29;30
2;9;10;14;43;45
13;18;29;30;38;45
5;10;11;21;23;29
7;20;22;35;38;39
4;14;17;22;32;39
2;11;15;22;23;43
8;10;21;30;34;43
10;18;25;31;35;41
7;14;23;33;35;39
6;20;29;35;39;40
1;17;26;31;34;43
2;15;22;25;40;43
4;9;21;25;32;37
2;8;14;24;33;44
6;8;21;25;31;39
6;13;22;26;35;38
2;8;16;20;35;41
20;21;25;28;32;40
10;16;18;21;34;38
6;8;25;33;34;39
7;13;18;32;36;42
4;5;7;8;12;41
1;19;21;24;25;39
4;6;8;26;36;42
3;5;6;17;22;35
7;10;14;23;27;34
9;16;18;31;43;44
6;7;13;15;23;40
9;17;18;24;30;31
14;18;25;31;34;41
5;11;13;23;26;34
18;19;32;33;38;42
7;10;35;38;41;45
6;15;17;33;44;45
8;9;28;29;33;38
20;26;29;37;39;41
11;17;29;38;41;42
5;6;9;23;26;31
4;6;13;22;30;32
12;27;31;32;35;45
8;18;20;26;28;43
15;17;22;26;27;36
10;14;22;26;34;41
2;3;5;6;20;37
13;20;24;33;36;43
7;11;16;19;24;43
1;14;18;19;21;26
18;23;25;29;41;44
4;18;20;25;33;34
16;24;27;38;42;43
12;18;22;30;39;41
7;11;20;22;36;38
13;15;20;27;36;38
4;6;7;9;36;42
10;20;26;30;33;44
8;9;14;19;26;45
7;10;12;18;26;29
2;3;14;23;25;34
6;8;22;28;37;41
7;22;26;27;36;44
7;9;21;25;26;40
21;28;29;40;41;42
12;33;34;38;42;44
10;20;22;25;42;45
3;8;9;14;29;33
2;11;18;33;34;39
4;8;22;28;34;35
7;8;9;20;28;33
24;25;38;40;43;45
10;17;18;21;29;32
5;18;21;30;39;41
6;16;31;35;38;41
5;19;21;28;41;43
6;14;15;22;26;43
1;6;9;18;34;39
6;19;27;37;43;45
18;23;32;33;35;42
7;13;33;41;42;43
2;10;19;26;28;35
9;17;19;28;37;39
12;17;25;32;33;40
1;9;12;24;35;37
4;7;14;21;31;37
1;13;17;24;35;44
6;19;28;29;33;38
3;18;23;34;36;38
1;21;22;26;27;41
4;10;14;22;33;42
14;22;29;34;44;45
6;7;17;27;34;38
3;16;25;27;41;43
5;6;9;17;19;35
5;10;17;25;30;35
9;16;23;27;35;41
7;13;29;38;41;42
1;4;8;20;26;31
4;6;12;18;21;41
4;7;17;23;26;32
17;26;29;31;33;44
18;21;32;40;42;45
12;14;22;31;35;43
3;11;24;26;31;34
1;6;30;33;36;38
8;12;13;19;22;23
10;28;29;34;38;42
2;10;14;27;36;39
6;20;29;30;35;38
3;6;12;15;16;23
5;7;23;30;33;37
2;10;29;36;40;42
1;21;28;31;40;42
15;16;27;28;34;37
9;10;12;18;27;32
3;4;14;23;24;41
4;6;10;16;24;27
1;11;22;24;36;38
18;25;32;33;34;42
9;24;26;29;40;43
1;10;18;23;25;41
3;9;12;34;38;44
10;11;26;34;36;42
3;18;26;27;35;44
8;14;21;31;38;39
9;13;25;34;37;45
1;8;20;28;30;32
1;19;20;27;33;39
2;14;19;26;37;39
5;6;18;23;40;45
5;8;11;16;24;37
3;15;24;29;33;37
2;5;16;24;32;37
6;15;27;32;33;41
2;3;4;21;26;33
3;11;15;28;35;41
11;15;21;34;39;42
14;16;18;19;20;40
12;14;18;20;25;28
3;5;15;30;34;42
5;6;9;16;37;42
11;13;17;19;38;45
3;5;10;16;17;34
5;17;19;30;39;42
4;33;34;36;39;45
10;14;15;28;32;35
3;7;12;19;22;25
8;18;30;32;35;39
3;17;20;32;37;42
5;8;9;10;11;43
9;14;24;33;44;45
1;14;15;22;27;37
7;21;25;26;30;41
2;18;20;26;39;40
2;10;21;31;32;45
1;4;5;21;25;41
9;29;33;35;37;38
9;17;23;29;30;38
1;17;34;38;43;45
2;20;38;39;41;42
2;4;7;8;33;39
10;13;15;28;36;37
2;21;26;38;43;44
